item_name,main_category,sub_category,year,transactions,investment,revenue,profit,profit_margin_percentage,roi_percenatge
1Kg Olive Pack,Fresh Produce,Other Vegies,10,10,63.52512000000001,90.88,27.354879999999994,30.099999999999994,43.06151645207438
1Lt Coconut Oil,Pantry Staples,Oil,32,25,22.4,1120.0,1097.6000000000004,98.00000000000003,4900.000000000002
1Lt Coconut Oil Ver,Pantry Staples,Oil,9,9,0.0,140.0,140.0,100.0,inf
2Kg Marsh Grapefruit,Fresh Produce,Citrus Fruits,137,137,423.0,705.0,282.0,40.0,66.66666666666666
2Kg Royal Gala Apple,Fresh Produce,Apples,60,60,0.0,270.0,270.0,100.0,inf
3Kg Marsh Grapefruit,Fresh Produce,Citrus Fruits,31,31,93.0,154.69,61.69000000000002,39.87975951903809,66.33333333333336
3Kg Valencia Oranges,Fresh Produce,Citrus Fruits,988,988,2070.0,4657.5,2587.5,55.55555555555556,125.0
Adelaide Tomatoes,Fresh Produce,Tomatoes,8,7,0.0,24.2097,24.2097,100.0,inf
Adzuki Beans 500G,Pantry Staples,Grains And Pulses,67,66,136.0,182.9199999999999,46.91999999999998,25.65055762081785,34.499999999999986
Afourer Mandarin,Fresh Produce,Citrus Fruits,474,469,343.3180000000003,858.2950000000004,514.9770000000001,59.999999999999986,149.9999999999999
Al Nakhil Tahina 454G,Pantry Staples,Grains And Pulses,45,43,180.0,224.55000000000013,44.550000000000004,19.839679358717426,24.750000000000004
Alfa Alfa,Fresh Produce,Other Vegies,118,118,0.0,288.0000000000001,288.0000000000001,100.0,inf
Almond Bread,Breads & Bakery,Sweet Bread,16,16,72.93,86.545454547,13.615454546999999,15.732142858647638,18.669209580419576
Almond Cresent 250G,Snacks,Dry Fruits And Nuts,111,104,413.0,535.290909047999,122.29090904800013,22.845691376580884,29.61038960000003
Almonds Natural 500G,Snacks,Dry Fruits And Nuts,145,144,1147.0,1478.5200000000011,331.5200000000007,22.422422422422457,28.903225806451676
Almonds Roasted 375G,Snacks,Dry Fruits And Nuts,77,77,616.0,699.3000000140004,83.30000001400008,11.911911913675443,13.522727275000012
Amami Papadam,Pantry Staples,Grains And Pulses,32,26,39.09999999999998,67.66000000000001,28.56,42.211055276381906,73.0434782608696
Ambarella,Fresh Produce,Asian Vegies,26,26,47.696,59.50076,11.804759999999998,19.839679358717433,24.749999999999996
Ambarella Chutney Dera,Pantry Staples,Pickle,13,13,44.19999999999999,64.87000000000002,20.67,31.863727454909814,46.764705882352956
Amber Jewl Plum,Fresh Produce,Stonefruits,69,69,0.0,60.50794,60.50794,100.0,inf
Amberella Curry,Pantry Staples,Sauce,25,22,114.55000000000003,159.21000000000004,44.65999999999999,28.05100182149361,38.98734177215188
Ambulthiyal Mix La,Snacks,Packaged Snacks,3,3,9.3,11.97,2.67,22.305764411027567,28.709677419354833
Annapura Atta 1Kg,Fresh Produce,Root Vegies,8,8,20.0,31.92000000000001,11.92,37.34335839598996,59.599999999999994
Apple Granny Smith 1Kg Bag,Fresh Produce,Apples,3,3,12.0,10.76,-1.24,-11.524163568773234,-10.333333333333334
Apple Granny Smith 2Kg Bags,Fresh Produce,Apples,164,164,507.0,760.5,253.5,33.33333333333333,50.0
Apple Jazz,Fresh Produce,Apples,503,500,831.6360000000005,2490.749820000003,1659.1138199999994,66.61101836393979,199.4999999999998
Apple Jonathan,Fresh Produce,Apples,190,190,311.5680000000002,467.35199999999975,155.7840000000001,33.33333333333338,50.0
Apple Pink Lady 1Kg Punnet,Fresh Produce,Apples,14,14,49.0,55.86000000000002,6.860000000000002,12.280701754385964,14.000000000000004
Apple Pink Lady 2Kg,Fresh Produce,Apples,537,537,1677.0,2795.0,1118.0,40.0,66.66666666666666
Apple Rings 500G,Snacks,Dry Fruits And Nuts,8,8,42.0,56.0,14.0,25.0,33.33333333333333
Apples Fuji,Fresh Produce,Apples,2161,2137,0.0,8102.772299999986,8102.772299999986,100.0,inf
Apples Golden Delicious,Fresh Produce,Apples,693,688,0.0,1948.1653799999985,1948.1653799999985,100.0,inf
Apples Granny Smith,Fresh Produce,Apples,2694,2670,0.0,7342.014,7342.014,100.0,inf
Apples Pink Lady,Fresh Produce,Apples,4675,4587,0.0,12777.68726000001,12777.68726000001,100.0,inf
Apples Red Delicious,Fresh Produce,Apples,912,900,0.0,2368.092000000001,2368.092000000001,100.0,inf
Apples Royal Gala,Fresh Produce,Apples,2744,2703,0.0,7430.63699999998,7430.63699999998,100.0,inf
Apricot Dried 500G,Snacks,Dry Fruits And Nuts,95,95,539.0,685.0200000000007,146.01999999999995,21.316165951359057,27.090909090909083
Apricots,Fresh Produce,Stonefruits,1495,1487,0.0,3122.330610000004,3122.330610000004,100.0,inf
Artichoke,Fresh Produce,Other Vegies,248,248,972.0,1166.3999999999999,194.39999999999958,16.666666666666632,19.999999999999957
Artichoke 2 For 3,Fresh Produce,Deals,21,21,107.99999999999999,90.0,-18.0,-20.0,-16.666666666666668
Artichoke Purple,Fresh Produce,Other Vegies,97,97,612.0,612.0,0.0,0.0,0.0
Asparagus 2 For $3,Fresh Produce,Deals,81,81,85.0,255.0,170.0,66.66666666666666,200.0
Asparagus Loose,Fresh Produce,Other Vegies,1,1,0.0,16.941540000000003,16.941540000000003,100.0,inf
Atta 1Kg Pattu,Pantry Staples,Flour,16,15,28.0,47.84000000000002,19.839999999999996,41.47157190635449,70.85714285714285
Atta 5Kg Dia,Pantry Staples,Flour,10,10,59.500000000000014,79.9,20.399999999999995,25.531914893617014,34.28571428571427
Atta Chakki Fresh,Pantry Staples,Flour,10,10,20.349999999999998,27.5,7.15,26.0,35.135135135135144
Attiki Honey 500G,Pantry Staples,Condiments,22,19,288.0,360.0,72.0,20.0,25.0
Aussie Cucumber,Fresh Produce,Cucumbers,78,78,0.0,152.94468000000003,152.94468000000003,100.0,inf
Australian Asparagus Green,Fresh Produce,Bunch Vegies,844,843,2066.6440000000002,2789.9694000000077,723.3253999999991,25.925925925925824,34.99999999999995
Autum Giant Plum,Fresh Produce,Stonefruits,27,27,0.0,38.976,38.976,100.0,inf
Avana Manadarin,Fresh Produce,Citrus Fruits,82,82,0.0,228.07500000000002,228.07500000000002,100.0,inf
Avocado 2 For $,Fresh Produce,Deals,343,336,455.0,728.0,273.0,37.5,60.0
Avocado Hass Large,Fresh Produce,Avocadoes,1619,1616,3373.5,5622.5,2249.0,40.0,66.66666666666666
Avocado Hass Medium,Fresh Produce,Avocadoes,801,801,3315.0,2198.9500000000057,-1116.0499999999918,-50.7537688442206,-33.666666666666416
Avocado Shepard,Fresh Produce,Avocadoes,660,659,0.0,1978.0,1978.0,100.0,inf
Avocado Small Hass,Fresh Produce,Avocadoes,463,462,329.69399999999996,1648.4700000000003,1318.7759999999998,79.99999999999999,400.0
Baby Beetroot 250G,Fresh Produce,Root Vegies,371,370,0.0,1172.080000000003,1172.080000000003,100.0,inf
Baby Corn,Fresh Produce,Other Vegies,167,164,0.0,696.6700000000014,696.6700000000014,100.0,inf
Baby Cos 2Pac,Fresh Produce,Lettuces,1075,1073,2508.768,3637.713600000055,1128.945599999995,31.03448275862008,44.9999999999998
Baking Powder 50G,Pantry Staples,Baking,2,2,2.4,3.98,1.58,39.698492462311556,65.83333333333334
Balsamic Vinegar 500Ml,Pantry Staples,Vinegar,7,7,21.0,27.930000000000007,6.930000000000001,24.812030075187966,33.0
Banana Cavendish,Fresh Produce,Bananas,24839,24572,48697.38600000023,48453.89906999981,-243.48693000000011,-0.5025125628140725,-0.49999999999999784
Banana Chips280G,Snacks,Packaged Snacks,20,20,49.350000000000016,104.78999999999999,55.440000000000005,52.9058116232465,112.34042553191487
Banana Monkey,Fresh Produce,Bananas,50,50,0.0,148.31038,148.31038,100.0,inf
Bananas Ladyfinger,Fresh Produce,Bananas,83,83,196.87499999999997,210.0,13.125,6.25,6.666666666666668
Barley Rusk,Breads & Bakery,Toast,54,51,346.5,441.0,94.5,21.428571428571427,27.27272727272727
Barley Rusk Samaria,Breads & Bakery,Toast,30,30,155.0,217.0,62.0,28.57142857142857,40.0
Barlotti Beans 500G,Pantry Staples,Grains And Pulses,105,100,301.3999999999996,479.5,178.10000000000016,37.142857142857174,59.09090909090923
Basil Italian,Fresh Produce,Herbs,417,417,0.0,1748.0,1748.0,100.0,inf
Basil Seed 100G(Casa Casa),Pantry Staples,Spices,16,15,48.0,63.840000000000025,15.840000000000002,24.812030075187963,33.0
Basil Seed Lychi 290Ml,Beverages,Mix,7,6,8.100000000000001,15.209999999999997,7.11,46.745562130177525,87.77777777777777
Basil Seed Mango Juice290Ml,Beverages,Mix,11,10,10.800000000000002,20.28,9.48,46.74556213017752,87.77777777777777
Basil Seed Mango Sharbath 290Ml,Beverages,Mix,61,56,88.0,159.99999998399997,71.99999998399996,44.99999999449998,81.81818179999995
Basil Seed Rose Sharbath,Beverages,Mix,150,135,213.0,387.27272723400125,174.2727272339999,44.999999994499824,81.81818179999995
Basil Seed With Pomegranate 290Ml,Beverages,Mix,99,91,128.0,208.29090905599995,80.29090905599998,38.547486023220245,62.72727269999998
Basil Thai,Fresh Produce,Herbs,70,70,0.0,225.0,225.0,100.0,inf
Basmathi 1Kg Monsoon,Pantry Staples,Rice,19,18,33.25,56.810000000000024,23.55999999999999,41.471571906354484,70.85714285714283
Basmathi Rice Golden Sella 1Kg,Pantry Staples,Rice,14,14,52.19999999999999,71.82000000000001,19.62,27.31829573934837,37.58620689655173
Bbq Fride Rice Cracker,Snacks,Packaged Snacks,61,60,170.8000000000001,276.71818179600007,105.91818179599983,38.27655310126458,62.01298699999987
Bean Sprouts,Fresh Produce,Asian Vegies,579,578,763.75,1222.0,458.25,37.5,60.0
Beans Broad,Fresh Produce,Other Vegies,82,79,0.0,430.1898200000001,430.1898200000001,100.0,inf
Beans Green,Fresh Produce,Other Vegies,4034,4023,0.0,7098.689169999993,7098.689169999993,100.0,inf
Beans Snake,Fresh Produce,Veggies,439,439,691.4799999999999,1554.1012999999998,862.6212999999999,55.506117908787544,124.75
Beetroot,Fresh Produce,Root Vegies,1506,1501,0.0,2523.536079999998,2523.536079999998,100.0,inf
Beetroot Bunch,Fresh Produce,Bunch Vegies,665,665,0.0,2693.249999999972,2693.249999999972,100.0,inf
Beetroot Golden Delicious,Fresh Produce,Bunch Vegies,5,5,0.0,24.950000000000003,24.950000000000003,100.0,inf
Berries Blackberry,Fresh Produce,Berries,30,30,0.0,170.0,170.0,100.0,inf
Berries Blueberry,Fresh Produce,Berries,474,473,0.0,2142.0,2142.0,100.0,inf
Berries Raspberry,Fresh Produce,Berries,54,54,0.0,217.0,217.0,100.0,inf
Berries Strawberry (Large),Fresh Produce,Berries,1322,1318,5577.749999999912,6365.000000000102,787.2500000000193,12.368421052631684,14.114114114114685
Berries Strawberry (Medium),Fresh Produce,Berries,2753,2723,0.0,8610.0,8610.0,100.0,inf
Biriyani Mix 50G,Pantry Staples,Spices,5,4,0.0,12.5,12.5,100.0,inf
Biryani Masala 200G,Pantry Staples,Spices,10,10,0.0,33.0,33.0,100.0,inf
Biscota Cocoa,Snacks,Biscuits,41,39,126.0,167.58000000000004,41.58,24.812030075187963,32.99999999999999
Bite Mixture Serandib 200G,Snacks,Packaged Snacks,17,16,38.25,50.83000000000002,12.580000000000002,24.749163879598658,32.88888888888889
Bitter Melon,Fresh Produce,Asian Vegies,1070,1064,2377.5549999999976,2139.799499999999,-237.75549999999984,-11.111111111111107,-10.000000000000004
Black Beans 500G,Pantry Staples,Pulses And Grains,48,48,95.39999999999993,131.96999999999994,36.570000000000014,27.710843373493997,38.33333333333337
Black Currents,Fresh Produce,Grapes,24,24,0.0,35.49886,35.49886,100.0,inf
Black Pepper 150G Dera,Pantry Staples,Spices,14,14,60.19999999999998,77.0,16.799999999999997,21.818181818181813,27.906976744186053
Black Pepper 200G Kandyan,Pantry Staples,Spices,3,3,10.5,14.97,4.47,29.859719438877754,42.57142857142857
Black Pepper Crushed100G,Pantry Staples,Spices,12,12,29.900000000000006,51.87000000000001,21.970000000000002,42.35588972431078,73.47826086956522
Black Pepper Powder100G Pattu,Fresh Produce,Deals,14,14,32.29999999999999,56.81000000000002,24.509999999999998,43.14381270903008,75.88235294117649
Black Pepper Whole100G,Pantry Staples,Spices,18,17,19.8,48.927272724,29.127272724,59.53177257254394,147.107438
Black Plum,Fresh Produce,Stonefruits,952,948,0.0,1681.4384599999973,1681.4384599999973,100.0,inf
Black Sesame Seeds 500G,Pantry Staples,Spices,7,7,28.0,37.03,9.030000000000001,24.385633270321364,32.25000000000001
Black Spanish Queen Olives,Fresh Produce,Veggies,16,16,64.496,85.29596000000001,20.79996,24.385633270321357,32.25
Black Tea 100,Beverages,Tea,4,4,19.2,23.96,4.76,19.866444073455757,24.791666666666668
Blackeye Beans 500G,Pantry Staples,Spices,131,128,299.1999999999993,542.6400000000008,243.4399999999997,44.86215538847106,81.36363636363646
Blood Plums,Fresh Produce,Stonefruits,248,248,0.0,731.3044600000004,731.3044600000004,100.0,inf
Bok Choy,Fresh Produce,Asian Vegies,3,3,0.0,2.9699999999999998,2.9699999999999998,100.0,inf
Bombay Mix 300G,Snacks,Packaged Snacks,15,15,25.5,67.83000000000001,42.33000000000001,62.40601503759399,166.00000000000006
Borlotti Beans,Fresh Produce,Veggies,17,17,25.704300000000003,87.39462,61.690319999999986,70.58823529411762,239.99999999999991
Borlotti Beans 400G,Pantry Staples,Pulses And Grains,67,53,72.79999999999988,103.20000000000007,30.399999999999988,29.457364341085242,41.75824175824181
Bran Crackers Mal,Snacks,Biscuits,58,54,86.49000000000001,167.3999999999999,80.90999999999998,48.33333333333336,93.54838709677416
Brazils Raw 375G,Snacks,Dry Fruits And Nuts,25,25,220.00000000000009,300.0,80.00000000000003,26.66666666666668,36.36363636363637
Bread Crumbs 500G,Breads & Bakery,Toast,44,43,65.79999999999997,117.02999999999994,51.230000000000054,43.775100401606494,77.85714285714297
Breadfruit In Brine Serendib,Pantry Staples,Condiments,5,5,14.25,19.950000000000003,5.699999999999999,28.571428571428566,40.0
Brinjal Moju Serendib 250G,Pantry Staples,Pickle,28,27,97.35000000000007,131.66999999999993,34.31999999999998,26.065162907268167,35.25423728813555
Brinjal Pickle 400G,Pantry Staples,Pickle,4,4,15.8,20.8,5.0,24.038461538461537,31.645569620253163
Brinjol Moju Deran,Pantry Staples,Pickle,8,8,32.0,47.92000000000001,15.92,33.2220367278798,49.75
Briyani Masala 200G,Pantry Staples,Spices,10,10,22.5,30.0,7.5,25.0,33.33333333333333
Broad Beans 500G,Pantry Staples,Pulses And Grains,45,45,82.79999999999994,114.53999999999995,31.740000000000016,27.710843373494004,38.33333333333338
Broccoli,Fresh Produce,Other Vegies,5268,5240,0.0,8906.939999999986,8906.939999999986,100.0,inf
Broccoli Chinese,Fresh Produce,Asian Vegies,187,187,0.0,370.80000000000115,370.80000000000115,100.0,inf
Broccoli Chinese 2 For 3.40,Fresh Produce,Deals,682,640,727.6500000000052,2499.0000000000277,1771.3500000000165,70.88235294117634,243.43434343434396
Broccolini,Fresh Produce,Bunch Vegies,449,449,0.0,886.5,886.5,100.0,inf
Brown Onion 1Kg,Pantry Staples,Condiments,123,123,198.0,158.40000000000012,-39.60000000000003,-25.0,-20.000000000000014
Brown Rice1Kg,Pantry Staples,Rice,7,7,0.0,32.645454543,32.645454543,100.0,inf
Bruschetta Ai Peperoni,Pantry Staples,Condiments,1,1,4.0,4.99,0.99,19.839679358717433,24.75
Bruschetta Al Pomodoro,Pantry Staples,Condiments,4,4,16.0,19.96,3.96,19.839679358717433,24.75
Bruschetta All Aglio,Pantry Staples,Condiments,2,2,8.0,9.98,1.98,19.839679358717433,24.75
Bruschetta Alle Verdure,Pantry Staples,Pickle,3,3,12.0,14.97,2.9699999999999998,19.839679358717433,24.749999999999996
Brushed Potatoes 5Kg Bag,Fresh Produce,Potatoes,637,637,3010.5,3338.309999999953,327.81000000000284,9.819639278557338,10.888888888888983
Brussels Sprouts,Fresh Produce,Other Vegies,1086,1085,0.0,1935.3415600000008,1935.3415600000008,100.0,inf
Bucatini No.6,Pantry Staples,Pasta,63,55,0.0,105.6000000000001,105.6000000000001,100.0,inf
Bunch Roses,Flowers,Flowers,287,284,2592.0,2916.0,324.0,11.11111111111111,12.5
Buriyani Mix La,Pantry Staples,Spices,8,8,30.150000000000006,44.91000000000001,14.760000000000002,32.865731462925844,48.95522388059701
Butter Beans,Fresh Produce,Other Vegies,79,79,0.0,191.81958000000006,191.81958000000006,100.0,inf
Butter Beans 400G,Pantry Staples,Grains And Pulses,80,69,84.62999999999984,119.97000000000017,35.34,29.457364341085235,41.758241758241844
Cabbage  Quater Green,Fresh Produce,Cut Veggies,22,22,0.0,37.4,37.4,100.0,inf
Cabbage Drumhead,Fresh Produce,Cabbages,2,2,4.0,7.0,3.0,42.857142857142854,75.0
Cabbage Green,Fresh Produce,Cabbages,574,573,0.0,3333.3199999999515,3333.3199999999515,100.0,inf
Cabbage Half,Fresh Produce,Cut Veggies,968,967,0.0,2934.0,2934.0,100.0,inf
Cabbage Quater,Fresh Produce,Cut Veggies,1370,1369,0.0,2335.8000000000084,2335.8000000000084,100.0,inf
Cabbage Red,Fresh Produce,Cabbages,109,109,0.0,499.5,499.5,100.0,inf
Cabbage Red Half,Fresh Produce,Cut Veggies,422,422,0.0,1139.400000000009,1139.400000000009,100.0,inf
Cabbage Savoy,Fresh Produce,Cabbages,271,271,0.0,1382.230000000002,1382.230000000002,100.0,inf
Cabbage Wombok,Fresh Produce,Cabbages,833,830,3516.240000000002,1406.4959999999992,-2109.7439999999997,-150.00000000000006,-59.99999999999995
Calypso Mango,Fresh Produce,Fruits,205,205,0.0,627.0,627.0,100.0,inf
Candy Gem Plum,Fresh Produce,Stonefruits,193,193,0.0,579.36894,579.36894,100.0,inf
Candy Melon,Fresh Produce,Melons,51,51,0.0,232.0,232.0,100.0,inf
Cannelini Beans 400G,Pantry Staples,Grains And Pulses,122,107,0.0,168.99000000000007,168.99000000000007,100.0,inf
Cannellini Beans 1Kg,Snacks,Dry Fruits And Nuts,83,82,361.1999999999995,472.14000000000044,110.94000000000017,23.497267759562856,30.714285714285804
Cannellini Beans 500G,Pantry Staples,Grains And Pulses,98,93,219.9999999999997,329.00000000000034,109.00000000000024,33.13069908814594,49.545454545454724
Capsicum Green,Fresh Produce,Capsicum,2808,2792,0.0,5204.570000000013,5204.570000000013,100.0,inf
Capsicum Red,Fresh Produce,Capsicum,6430,6382,0.0,12013.52979000001,12013.52979000001,100.0,inf
Capsicum Yellow,Fresh Produce,Capsicum,582,581,0.0,994.2139999999999,994.2139999999999,100.0,inf
Captain Jack Mackerel 800G,Pantry Staples,Canned Fish,32,31,231.0,287.09999999999985,56.10000000000002,19.54022988505749,24.285714285714295
Captain Jack Mackerl 400G,Pantry Staples,Canned Fish,19,14,66.5,85.31,18.81,22.048997772828503,28.285714285714285
Cardamom Green 100G,Pantry Staples,Spides,64,64,243.20000000000027,319.3600000000003,76.15999999999993,23.847695390781517,31.31578947368415
Cardamon Pods 100G,Pantry Staples,Grains And Pulses,1,1,3.8,4.99,1.19,23.847695390781563,31.31578947368421
Cardmon Pods 200G,Pantry Staples,Spices,16,16,115.20000000000003,152.0,36.8,24.210526315789473,31.944444444444432
Carrots,Fresh Produce,Carrots,3940,3921,0.0,3612.46260000001,3612.46260000001,100.0,inf
Carrots 1Kg,Fresh Produce,Carrots,3457,3456,2910.400000000096,5420.619999999555,2510.2200000001517,46.308724832221365,86.25000000000237
Carrots Dutch,Fresh Produce,Root Vegies,83,83,0.0,303.0,303.0,100.0,inf
Cashew Curry Seran,Pantry Staples,Sauce,6,6,29.7,35.7,6.0,16.806722689075627,20.2020202020202
Cashew Nuts 200G,Pantry Staples,Sauce,7,7,33.31999999999999,40.599999999999994,7.28,17.931034482758623,21.848739495798323
Cashews Natural 375,Snacks,Dry Fruits And Nuts,51,51,377.85000000000014,494.4500000000003,116.60000000000008,23.58175750834261,30.85880640465794
Cashews Salted375G,Snacks,Dry Fruits And Nuts,101,101,790.5,926.3454545640005,135.8454545640003,14.664664666373103,17.18475073548391
Cauliflower,Fresh Produce,Other Vegies,2622,2618,5574.272,8333.536639999584,2759.264639999874,33.110367892976726,49.49999999999774
Cauliflower Half,Fresh Produce,Cut Veggies,1271,1269,0.0,2580.0,2580.0,100.0,inf
Celeriac,Fresh Produce,Root Vegies,84,84,0.0,516.0,516.0,100.0,inf
Celery,Fresh Produce,Bunch Vegies,2382,2380,0.0,7463.039999999633,7463.039999999633,100.0,inf
Celery Half,Fresh Produce,Cut Veggies,1700,1699,0.0,3241.400000000097,3241.400000000097,100.0,inf
Celery Pieces,Fresh Produce,Other Vegies,841,838,300.49599999999975,736.2152000000003,435.7192000000002,59.18367346938776,145.0000000000002
Chanacur Hot,Snacks,Packaged Snacks,20,20,35.0,55.0,20.0,36.36363636363637,57.14285714285714
Channa Dhall 1Kg,Pantry Staples,Grains And Pulses,65,65,139.26000000000005,296.34000000000026,157.07999999999987,53.006681514476526,112.79620853080556
Cheese Buttons 215G Mun,Snacks,Packaged Snacks,22,21,77.0,90.00000000200001,13.000000002000004,14.444444446345683,16.88311688571429
Cherries,Fresh Produce,Other Fruits,2315,2300,0.0,17801.555070000013,17801.555070000013,100.0,inf
Cherry 500G,Fresh Produce,Fruits,10,10,95.0,95.0,0.0,0.0,0.0
Cherry Truss Tomato,Fresh Produce,Tomatoes,2,2,7.0,6.0,-1.0,-16.666666666666664,-14.285714285714285
Chest Nuts,Snacks,Dry Fruits And Nuts,683,677,3892.022720000003,3896.3520000000017,4.329280000000002,0.1111111111111111,0.1112347052280311
Chia Seeds 250G,Pantry Staples,Grains And Pulses,14,14,67.5,89.84999999999998,22.349999999999994,24.874791318864776,33.1111111111111
Chick Pea Flour 1Kg Pattu,Pantry Staples,Flour,39,39,100.0,159.6,59.600000000000016,37.34335839598998,59.60000000000002
Chick Peas 1Kg Pattu,Pantry Staples,Grains And Pulses,162,162,384.9999999999989,698.2500000000011,313.2500000000002,44.86215538847114,81.36363636363664
Chick Peas 400G,Pantry Staples,Grains And Pulses,275,232,393.1200000000015,557.280000000001,164.15999999999943,29.457364341085118,41.758241758241454
Chick Peas R & S,Pantry Staples,Grains And Pulses,69,66,214.60000000000022,369.26000000000033,154.66000000000017,41.88376753507015,72.06896551724138
Chicken Curry Mix La,Pantry Staples,Spices,11,11,34.10000000000001,43.890000000000015,9.790000000000001,22.30576441102756,28.709677419354833
Chicken Masala 200G,Pantry Staples,Spices,11,11,20.35,27.5,7.150000000000001,26.000000000000007,35.13513513513514
Chicken Masala 50G,Pantry Staples,Spices,12,12,24.0,30.0,6.0,20.0,25.0
Chickory,Fresh Produce,Bunch Vegies,39,39,116.0,162.39999999999995,46.400000000000006,28.571428571428587,40.0
Chickpeas Large 500G,Pantry Staples,Grains And Pulses,154,149,400.0,558.400000000001,158.39999999999998,28.366762177650372,39.599999999999994
Chikpea Double Roasted 400G,Snacks,Packaged Snacks,13,13,45.5,64.87000000000002,19.369999999999997,29.85971943887774,42.57142857142856
Chili Rice Snak,Snacks,Packaged Snacks,46,45,128.79999999999993,208.67272725600012,79.87272725599993,38.2765531012646,62.01298699999999
Chilli Birdseye,Fresh Produce,Chillies,227,226,0.0,176.9040000000001,176.9040000000001,100.0,inf
Chilli Cashew 200G,Snacks,Dry Fruits And Nuts,19,18,36.48000000000002,161.5,125.01999999999998,77.41176470588235,342.70833333333314
Chilli Checkpes 300G,Pantry Staples,Grains And Pulses,10,10,23.400000000000006,51.87000000000002,28.47,54.88721804511276,121.66666666666663
Chilli Crushed 250G Kandyan,Pantry Staples,Spices,19,19,40.0,79.8,39.8,49.87468671679198,99.49999999999999
Chilli Green,Fresh Produce,Chillies,1746,1740,0.0,2244.576000000002,2244.576000000002,100.0,inf
Chilli Green Long Bullhorm,Fresh Produce,Chillies,281,281,427.581,664.1758200000002,236.59481999999988,35.622317596566496,55.3333333333333
Chilli Jalapeno,Fresh Produce,Chillies,16,16,0.0,14.0,14.0,100.0,inf
Chilli Paste Veg,Pantry Staples,Spices,10,10,42.00000000000001,59.90000000000001,17.899999999999995,29.883138564273775,42.6190476190476
Chilli Pieces Sera,Pantry Staples,Spices,26,26,41.600000000000016,67.60000000000001,26.0,38.46153846153846,62.49999999999998
Chilli Powder Unr 200G,Pantry Staples,Spices,4,4,8.8,12.727272728,3.927272728,30.857142861093877,44.62809918181818
Chilli Red,Fresh Produce,Chillies,698,698,0.0,995.2499999999993,995.2499999999993,100.0,inf
Chilli Red Long Bullhorn,Fresh Produce,Chillies,357,357,477.3754999999996,816.9940700000002,339.6185700000001,41.56928213689483,71.14285714285722
Chilli Yellow Long,Fresh Produce,Chillies,1280,1260,1351.260000000002,3152.9399999999932,1801.6799999999978,57.142857142857196,133.33333333333297
Chinese Chilli Paste 300G,Pantry Staples,Spices,3,3,12.75,17.97,5.22,29.04841402337229,40.94117647058823
Chives,Fresh Produce,Herbs,97,97,0.0,353.5,353.5,100.0,inf
Chocolate Almond Bread,Breads & Bakery,Sweet Bread,4,4,24.75,29.545454545,4.795454545,16.230769229480472,19.37557391919192
Chocolate Biscuit 200G,Snacks,Biscuits,24,21,30.80000000000002,56.0,25.19999999999999,44.99999999999998,81.81818181818173
Chocolate Cream Bis 2 For 5.50,Snacks,Biscuits,83,83,315.83999999999963,420.0,104.15999999999988,24.799999999999972,32.97872340425532
Chocolate M,Snacks,Dry Fruits And Nuts,3,3,11.25,15.0,3.75,25.0,33.33333333333333
Chokoes,Fresh Produce,Asian Vegies,90,89,90.81600000000002,241.57055999999997,150.75456,62.40601503759399,165.99999999999997
Choy Sum,Fresh Produce,Asian Vegies,167,167,0.0,202.79999999999953,202.79999999999953,100.0,inf
Choy Sum 2 For $ 1.99,Fresh Produce,Deals,720,696,1496.0,1488.520000000006,-7.4799999999998885,-0.5025125628140609,-0.49999999999999256
Christmas Cake 600G,Breads & Bakery,Cake,5,5,70.0,98.0,28.0,28.57142857142857,40.0
Cic Red Lit Basmathi 5Kg,Pantry Staples,Rice,10,10,143.0,187.0,44.0,23.52941176470588,30.76923076923077
Cinnamon 15G,Pantry Staples,Spices,38,35,33.60000000000001,54.59999999999998,21.0,38.461538461538474,62.499999999999986
Cinnamon 50G Kandyan,Pantry Staples,Spices,1,1,2.3,3.5,1.2,34.285714285714285,52.17391304347826
Cinnamon Powder 250G,Pantry Staples,Spices,29,29,58.0,101.20999999999998,43.21,42.69340974212035,74.5
Cinnamon Quills100G,Pantry Staples,Spices,35,34,97.99999999999994,139.64999999999998,41.64999999999999,29.82456140350877,42.500000000000014
Clapp Pears,Fresh Produce,Pears,25,25,0.0,47.34964000000001,47.34964000000001,100.0,inf
Clove Whole 100G,Pantry Staples,Spices,7,7,16.8,31.5,14.7,46.666666666666664,87.49999999999999
Cloves 200G,Pantry Staples,Spices,16,16,64.0,95.83999999999999,31.83999999999999,33.2220367278798,49.749999999999986
Cloves Whole 30G,Pantry Staples,Spices,18,18,21.599999999999994,53.82000000000002,32.21999999999999,59.866220735785916,149.16666666666666
Coca Cola 1.25L,Beverages,Soda,3,3,3.0,7.5,4.5,60.0,150.0
Coca Cola 2For 4.50,Beverages,Soda,13,13,42.0,63.0,21.0,33.33333333333333,50.0
Coca Cola 375Ml,Beverages,Soda,56,53,46.07999999999996,128.0,81.92000000000004,64.00000000000003,177.777777777778
Coca Cola Zero 375Ml,Beverages,Soda,49,49,40.319999999999965,112.0,71.68000000000004,64.00000000000003,177.777777777778
Cocktail Potatoes,Fresh Produce,Potatoes,671,670,560.3429999999994,1490.5123799999988,930.1693799999995,62.406015037593995,166.00000000000009
Coconut,Fresh Produce,Other Vegies,211,211,540.0,810.0,270.0,33.33333333333333,50.0
